#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020001371.1",534,2663,"-",,,"HEP_00459550","VWU52631.1",426,"conserved protein, unknown function, partial"
"Un","CABPSV020001372.1",501,1754,"-",,,"HEP_00459600","VWU52632.1",417,"MSP7-like protein, putative"
"Un","CABPSV020001374.1",4,2222,"-",,,"HEP_00459700","VWU52633.1",734,"tRNA methyltransferase, putative, partial"
"Un","CABPSV020001375.1",855,2642,"-",,,"HEP_00459800","VWU52634.1",595,"conserved protein, unknown function, partial"
"Un","CABPSV020001376.1",673,1824,"-",,,"HEP_00459900","VWU52635.1",383,"DNA repair protein RAD14, putative"
"Un","CABPSV020001376.1",2139,2577,"-",,,"HEP_00460000","VWU52636.1",53,"conserved protein, unknown function, partial"
"Un","CABPSV020001377.1",130,1923,"-",,,"HEP_00460100","VWU52637.1",597,"RNA lariat debranching enzyme, putative"
"Un","CABPSV020001378.1",3,2307,"-",,,"HEP_00460200","VWU52638.1",687,"conserved oligomeric Golgi complex subunit 4, putative, partial"
"Un","CABPSV020001379.1",2,755,"-",,,"HEP_00460300","VWU52639.1",250,"conserved protein, unknown function, partial"
"Un","CABPSV020001379.1",1414,2306,"-",,,"HEP_00460400","VWU52640.1",296,"conserved protein, unknown function, partial"
"Un","CABPSV020000138.1",743,2813,"-",,,"HEP_00121000","VWU49273.1",472,"conserved protein, unknown function"
"Un","CABPSV020000138.1",4807,5682,"-",,,"HEP_00121100","VWU49274.1",138,"conserved protein, unknown function"
"Un","CABPSV020000138.1",7835,8236,"-",,,"HEP_00121200","VWU49275.1",133,"histone H2A, putative"
"Un","CABPSV020000138.1",9421,11027,"-",,,"HEP_00121300","VWU49276.1",535,"conserved protein, unknown function, partial"
"Un","CABPSV020000138.1",11227,13887,"-",,,"HEP_00121400","VWU49277.1",887,"conserved protein, unknown function, partial"
"Un","CABPSV020000138.1",17881,20328,"-",,,"HEP_00121500","VWU49278.1",815,"conserved protein, unknown function"
"Un","CABPSV020000138.1",21833,26194,"-",,,"HEP_00121600","VWU49279.1",1453,"conserved protein, unknown function"
"Un","CABPSV020001380.1",2,416,"-",,,"HEP_00460500","VWU52641.1",138,"hypothetical protein HEP_00460500, partial"
"Un","CABPSV020001380.1",428,949,"-",,,"HEP_00460600","VWU52642.1",121,"conserved protein, unknown function, partial"
"Un","CABPSV020001381.1",1,1839,"-",,,"HEP_00460700","VWU52643.1",481,"conserved protein, unknown function, partial"
"Un","CABPSV020001382.1",375,1529,"-",,,"HEP_00460800","VWU52644.1",384,"V-type proton ATPase subunit C, putative"
"Un","CABPSV020001383.1",1,2602,"-",,,"HEP_00460900","VWU52645.1",849,"dynein beta chain, putative, partial"
"Un","CABPSV020001384.1",23,2122,"-",,,"HEP_00461000","VWU52646.1",699,"Sec1 family protein, putative"
"Un","CABPSV020001385.1",572,2074,"-",,,"HEP_00461100","VWU52647.1",500,"conserved protein, unknown function"
"Un","CABPSV020001386.1",266,2248,"-",,,"HEP_00461200","VWU52648.1",660,"conserved protein, unknown function"
"Un","CABPSV020001387.1",401,2536,"-",,,"HEP_00461300","VWU52649.1",611,"DnaJ protein, putative, partial"
"Un","CABPSV020001388.1",376,2618,"-",,,"HEP_00461400","VWU52650.1",746,"hypothetical protein HEP_00461400, partial"
"Un","CABPSV020001389.1",300,2617,"-",,,"HEP_00461500","VWU52651.1",695,"protein kinase, putative, partial"
"Un","CABPSV020000139.1",12,3248,"-",,,"HEP_00121700","VWU49280.1",1079,"conserved protein, unknown function, partial"
"Un","CABPSV020000139.1",6566,8150,"-",,,"HEP_00121800","VWU49281.1",366,"inorganic pyrophosphatase, putative"
"Un","CABPSV020000139.1",9151,12294,"-",,,"HEP_00121900","VWU49282.1",1047,"conserved protein, unknown function"
"Un","CABPSV020000139.1",14727,16100,"-",,,"HEP_00122000","VWU49283.1",457,"kinetochore protein NUF2, putative"
"Un","CABPSV020000139.1",19144,20714,"-",,,"HEP_00122100","VWU49284.1",312,"formate-nitrite transporter"
"Un","CABPSV020000139.1",24189,25163,"-",,,"HEP_00122200","VWU49285.1",228,"protein YOP1, putative"
"Un","CABPSV020001390.1",976,2154,"-",,,"HEP_00461600","VWU52652.1",392,"inner membrane complex protein 1l, putative"
"Un","CABPSV020001391.1",152,1681,"-",,,"HEP_00461700","VWU52653.1",509,"pyruvate dehydrogenase E1 component subunit alpha, putative"
"Un","CABPSV020001392.1",1347,1976,"-",,,"HEP_00461800","VWU52654.1",209,"vacuolar protein sorting-associated protein 2, putative"
"Un","CABPSV020001393.1",9,1896,"-",,,"HEP_00461900","VWU52655.1",628,"protein kinase, putative, partial"
"Un","CABPSV020001394.1",585,2276,"-",,,"HEP_00462000","VWU52656.1",465,"phosphatidylinositol 3- and 4-kinase, putative, partial"
"Un","CABPSV020001395.1",123,1598,"-",,,"HEP_00462100","VWU52657.1",491,"protein kinase 2"
"Un","CABPSV020001396.1",189,405,"-",,,"HEP_00462200","VWU52658.1",71,"conserved protein, unknown function, partial"
"Un","CABPSV020001396.1",1081,2271,"-",,,"HEP_00462300","VWU52659.1",396,"geranylgeranyl transferase type-2 subunit beta, putative"
"Un","CABPSV020001397.1",1,1636,"-",,,"HEP_00462400","VWU52660.1",272,"conserved protein, unknown function, partial"
"Un","CABPSV020001398.1",1103,1621,"-",,,"HEP_00462500","VWU52661.1",172,"cytochrome c oxidase subunit 2, putative"
"Un","CABPSV020001399.1",2,2008,"-",,,"HEP_00462600","VWU52662.1",668,"RNA-binding protein, putative, partial"
"Un","CABPSV020000014.1",470,5265,"-",,,"HEP_00018400","VWU48260.1",1565,"insulinase, putative"
"Un","CABPSV020000014.1",6601,7704,"-",,,"HEP_00018500","VWU48261.1",367,"haloacid dehalogenase-like hydrolase, putative"
"Un","CABPSV020000014.1",10831,12576,"-",,,"HEP_00018600","VWU48262.1",581,"box C/D snoRNP rRNA 2\\'-O-methylation factor, putative"
"Un","CABPSV020000014.1",13798,15999,"-",,,"HEP_00018700","VWU48263.1",733,"histone acetyltransferase"
"Un","CABPSV020000014.1",18865,19689,"-",,,"HEP_00018800","VWU48264.1",274,"conserved protein, unknown function"
"Un","CABPSV020000014.1",19880,28932,"-",,,"HEP_00018900","VWU48265.1",1809,"conserved protein, unknown function"
"Un","CABPSV020000014.1",30325,37110,"-",,,"HEP_00019000","VWU48266.1",2261,"conserved protein, unknown function"
"Un","CABPSV020000014.1",38190,42368,"-",,,"HEP_00019100","VWU48267.1",1002,"conserved protein, unknown function"
"Un","CABPSV020000014.1",43919,44995,"-",,,"HEP_00019200","VWU48268.1",358,"conserved protein, unknown function"
"Un","CABPSV020000014.1",46196,49309,"-",,,"HEP_00019300","VWU48269.1",451,"JmjC domain-containing protein, putative"
"Un","CABPSV020000014.1",50171,52263,"-",,,"HEP_00019400","VWU48270.1",538,"GPI transamidase component GPI16, putative"
"Un","CABPSV020000014.1",52854,54673,"-",,,"HEP_00019500","VWU48271.1",482,"conserved protein, unknown function"
"Un","CABPSV020000140.1",691,3432,"-",,,"HEP_00122300","VWU49286.1",591,"kinetochore protein NDC80, putative"
"Un","CABPSV020000140.1",4306,5016,"-",,,"HEP_00122400","VWU49287.1",237,"conserved protein, unknown function, partial"
"Un","CABPSV020000140.1",6477,11129,"-",,,"HEP_00122500","VWU49288.1",1550,"conserved protein, unknown function"
"Un","CABPSV020000140.1",13730,18570,"-",,,"HEP_00122600","VWU49289.1",1605,"TRAP-like protein"
"Un","CABPSV020000140.1",19395,21857,"-",,,"HEP_00122700","VWU49290.1",820,"conserved protein, unknown function"
"Un","CABPSV020000140.1",23149,24468,"-",,,"HEP_00122800","VWU49291.1",439,"ras GTPAse, putative"
"Un","CABPSV020001400.1",1625,2551,"-",,,"HEP_00462700","VWU52663.1",309,"conserved protein, unknown function, partial"
"Un","CABPSV020001401.1",557,2049,"-",,,"HEP_00462800","VWU52664.1",422,"conserved protein, unknown function"
"Un","CABPSV020001402.1",1162,1710,"-",,,"HEP_00462900","VWU52665.1",182,"mitochondrial ribosomal protein L16 precursor, putative"
"Un","CABPSV020001403.1",2,2542,"-",,,"HEP_00463000","VWU52666.1",847,"E1-E2 ATPase, putative, partial"
"Un","CABPSV020001404.1",201,1173,"-",,,"HEP_00463100","VWU52667.1",324,"DNA polymerase epsilon subunit B, putative, partial"
"Un","CABPSV020001405.1",2,2369,"-",,,"HEP_00463200","VWU52668.1",788,"RAP protein, putative, partial"
"Un","CABPSV020001406.1",83,2026,"-",,,"HEP_00463300","VWU52669.1",647,"conserved protein, unknown function, partial"
"Un","CABPSV020001406.1",2039,2526,"-",,,"HEP_00463400","VWU52670.1",162,"hypothetical protein HEP_00463400, partial"
"Un","CABPSV020001407.1",60,2106,"-",,,"HEP_00463500","VWU52671.1",681,"protein transport protein SEC13, partial"
"Un","CABPSV020001409.1",691,2337,"-",,,"HEP_00463600","VWU52672.1",170,"profilin, putative"
"Un","CABPSV020000141.1",44,3469,"-",,,"HEP_00122900","VWU49292.1",1048,"serine/threonine protein kinase, putative, partial"
"Un","CABPSV020000141.1",5226,6692,"-",,,"HEP_00123000","VWU49293.1",488,"OST3/OST6 domain-containing protein, putative"
"Un","CABPSV020000141.1",7715,12250,"-",,,"HEP_00123100","VWU49294.1",1511,"double-strand break repair protein MRE11"
"Un","CABPSV020000141.1",12428,13096,"-",,,"HEP_00123200","VWU49295.1",222,"conserved protein, unknown function"
"Un","CABPSV020000141.1",14224,15351,"-",,,"HEP_00123300","VWU49296.1",218,"proteasome subunit beta type-3, putative"
"Un","CABPSV020000141.1",17111,19171,"-",,,"HEP_00123400","VWU49297.1",686,"conserved protein, unknown function"
"Un","CABPSV020000141.1",23009,26590,"-",,,"HEP_00123500","VWU49298.1",1194,"conserved protein, unknown function, partial"
"Un","CABPSV020001411.1",199,2036,"-",,,"HEP_00463700","VWU52673.1",378,"conserved protein, unknown function"
"Un","CABPSV020001412.1",169,882,"-",,,"HEP_00463800","VWU52674.1",237,"ookinete surface protein, putative"
"Un","CABPSV020001413.1",2,1985,"-",,,"HEP_00463900","VWU52675.1",661,"coatomer subunit gamma, putative, partial"
"Un","CABPSV020001414.1",899,1960,"-",,,"HEP_00464000","VWU52676.1",353,"conserved protein, unknown function"
"Un","CABPSV020001415.1",423,2306,"-",,,"HEP_00464100","VWU52677.1",627,"conserved protein, unknown function"
"Un","CABPSV020001416.1",1479,2051,"-",,,"HEP_00464200","VWU52678.1",190,"raf kinase inhibitor"
"Un","CABPSV020001417.1",2,1113,"-",,,"HEP_00464300","VWU52679.1",369,"AP2 domain transcription factor, putative, partial"
"Un","CABPSV020001417.1",2086,2333,"-",,,"HEP_00464400","VWU52680.1",81,"diphthine--ammonia ligase, putative, partial"
"Un","CABPSV020001418.1",2,2245,"-",,,"HEP_00464500","VWU52681.1",748,"mechanosensitive ion channel protein, putative, partial"
"Un","CABPSV020001419.1",454,2170,"-",,,"HEP_00464600","VWU52682.1",545,"conserved protein, unknown function"
"Un","CABPSV020000142.1",213,3126,"-",,,"HEP_00123600","VWU49299.1",970,"hypothetical protein HEP_00123600, partial"
"Un","CABPSV020000142.1",3899,5203,"-",,,"HEP_00123700","VWU49300.1",385,"conserved protein, unknown function"
"Un","CABPSV020000142.1",7473,17014,"-",,,"HEP_00123800","VWU49301.1",3082,"conserved protein, unknown function"
"Un","CABPSV020000142.1",18609,22498,"-",,,"HEP_00123900","VWU49302.1",1182,"conserved protein, unknown function"
"Un","CABPSV020000142.1",23089,25872,"-",,,"HEP_00124000","VWU49303.1",927,"conserved protein, unknown function"
"Un","CABPSV020001420.1",424,2349,"-",,,"HEP_00464700","VWU52683.1",582,"tryptophan--tRNA ligase, putative"
"Un","CABPSV020001421.1",1053,1883,"-",,,"HEP_00464800","VWU52684.1",276,"zinc finger, C3HC4 type, putative"
"Un","CABPSV020001422.1",1201,2403,"-",,,"HEP_00464900","VWU52685.1",401,"lysine-specific histone demethylase 1, putative, partial"
"Un","CABPSV020001423.1",1579,2100,"-",,,"HEP_00465000","VWU52686.1",173,"histone H3-like centromeric protein CSE4"
"Un","CABPSV020001424.1",308,2438,"-",,,"HEP_00465100","VWU52687.1",631,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020001427.1",226,1876,"-",,,"HEP_00465200","VWU52688.1",323,"eukaryotic translation initiation factor 3 subunit I, putative, partial"
"Un","CABPSV020001428.1",250,856,"-",,,"HEP_00465300","VWU52689.1",85,"transcription initiation factor TFIID subunit 10, putative, partial"
"Un","CABPSV020001429.1",26,580,"-",,,"HEP_00465400","VWU52690.1",185,"Aminoacyl-tRNA editing domain containing protein, putative, partial"
"Un","CABPSV020000143.1",1764,18700,"-",,,"HEP_00124100","VWU49304.1",5184,"phosphatidylinositol 4-kinase, putative"
"Un","CABPSV020000143.1",21436,22215,"-",,,"HEP_00124200","VWU49305.1",259,"60S ribosomal protein L7ae/L30e, putative"
"Un","CABPSV020000143.1",23107,24153,"-",,,"HEP_00124300","VWU49306.1",348,"apical merozoite protein"
"Un","CABPSV020001430.1",85,2320,"-",,,"HEP_00465500","VWU52691.1",745,"FbpA domain protein, putative, partial"
"Un","CABPSV020001431.1",1,371,"-",,,"HEP_00465600","VWU52692.1",122,"hypothetical protein HEP_00465600, partial"
"Un","CABPSV020001431.1",1441,1847,"-",,,"HEP_00465700","VWU52693.1",101,"hypothetical protein HEP_00465700"
"Un","CABPSV020001432.1",4,2391,"-",,,"HEP_00465800","VWU52694.1",795,"bromodomain protein, putative, partial"
"Un","CABPSV020001433.1",37,2390,"-",,,"HEP_00465900","VWU52695.1",695,"cysteine repeat modular protein 2, putative, partial"
"Un","CABPSV020001434.1",972,2387,"-",,,"HEP_00466000","VWU52696.1",471,"conserved protein, unknown function, partial"
"Un","CABPSV020001435.1",399,1229,"-",,,"HEP_00466100","VWU52697.1",136,"BSD-domain protein, putative"
"Un","CABPSV020001435.1",1892,2385,"-",,,"HEP_00466300","VWU52698.1",126,"AP-4 complex subunit sigma, putative, partial"
"Un","CABPSV020001436.1",634,2352,"-",,,"HEP_00466400","VWU52699.1",566,"ubiquitin carboxyl-terminal hydrolase, putative, partial"
"Un","CABPSV020001437.1",164,2382,"-",,,"HEP_00466500","VWU52700.1",576,"WD and tetratricopeptide repeats protein 1, putative, partial"
"Un","CABPSV020001438.1",540,1904,"-",,,"HEP_00466600","VWU52701.1",454,"conserved protein, unknown function"
"Un","CABPSV020001439.1",3,2373,"-",,,"HEP_00466700","VWU52702.1",790,"dynein-related AAA-type ATPase, putative, partial"
"Un","CABPSV020000144.1",75,1507,"-",,,"HEP_00124400","VWU49307.1",476,"conserved protein, unknown function, partial"
"Un","CABPSV020000144.1",2471,4172,"-",,,"HEP_00124500","VWU49308.1",215,"SNARE protein, putative"
"Un","CABPSV020000144.1",7285,19290,"-",,,"HEP_00124600","VWU49309.1",3739,"conserved protein, unknown function"
"Un","CABPSV020000144.1",20267,22688,"-",,,"HEP_00124700","VWU49310.1",311,"U1 snRNA associated protein, putative"
"Un","CABPSV020000144.1",23624,24912,"-",,,"HEP_00124800","VWU49311.1",256,"conserved protein, unknown function"
"Un","CABPSV020000144.1",25109,25804,"-",,,"HEP_00124900","VWU49312.1",231,"conserved protein, unknown function"
"Un","CABPSV020001440.1",2,2366,"-",,,"HEP_00466800","VWU52703.1",787,"hypothetical protein HEP_00466800, partial"
"Un","CABPSV020001441.1",1453,2259,"-",,,"HEP_00466900","VWU52704.1",268,"conserved protein, unknown function"
"Un","CABPSV020001442.1",2,2353,"-",,,"HEP_00467000","VWU52705.1",784,"dynein-related AAA-type ATPase, putative, partial"
"Un","CABPSV020001444.1",185,2346,"-",,,"HEP_00467100","VWU52706.1",719,"replication protein A1, large subunit, putative, partial"
"Un","CABPSV020001445.1",8,2283,"-",,,"HEP_00467200","VWU52707.1",751,"conserved protein, unknown function, partial"
"Un","CABPSV020001446.1",2,1195,"-",,,"HEP_00467300","VWU52708.1",398,"BSD-domain protein, putative, partial"
"Un","CABPSV020001447.1",1174,2304,"-",,,"HEP_00467400","VWU52709.1",376,"conserved protein, unknown function"
"Un","CABPSV020001449.1",2,1885,"-",,,"HEP_00467500","VWU52710.1",628,"conserved protein, unknown function, partial"
"Un","CABPSV020000145.1",654,12462,"-",,,"HEP_00125000","VWU49313.1",3770,"conserved membrane protein, unknown function"
"Un","CABPSV020000145.1",14925,16127,"-",,,"HEP_00125100","VWU49314.1",400,"conserved protein, unknown function"
"Un","CABPSV020000145.1",17999,22024,"-",,,"HEP_00125200","VWU49315.1",1341,"conserved protein, unknown function"
"Un","CABPSV020000145.1",23496,26018,"-",,,"HEP_00125300","VWU49316.1",840,"conserved protein, unknown function"
"Un","CABPSV020001450.1",1907,2158,"-",,,"HEP_00467600","VWU52711.1",83,"CDGSH iron-sulfur domain-containing protein, putative"
"Un","CABPSV020001451.1",2,675,"-",,,"HEP_00467700","VWU52712.1",224,"conserved protein, unknown function, partial"
"Un","CABPSV020001454.1",127,2301,"-",,,"HEP_00467800","VWU52713.1",725,"conserved protein, unknown function, partial"
"Un","CABPSV020001455.1",715,2308,"-",,,"HEP_00467900","VWU52714.1",531,"vacuolar protein sorting-associated protein 52, putative, partial"
"Un","CABPSV020001456.1",353,1240,"-",,,"HEP_00468000","VWU52715.1",295,"pyridoxine biosynthesis protein PDX1"
"Un","CABPSV020001457.1",548,1289,"-",,,"HEP_00468100","VWU52716.1",115,"translation initiation factor SUI1, putative"
"Un","CABPSV020001458.1",2,1849,"-",,,"HEP_00468200","VWU52717.1",615,"hypothetical protein HEP_00468200, partial"
"Un","CABPSV020001459.1",410,869,"-",,,"HEP_00468300","VWU52718.1",152,"60S ribosomal protein L12, putative, partial"
"Un","CABPSV020000146.1",485,19364,"-",,,"HEP_00125400","VWU49317.1",5652,"dynein heavy chain, putative"
"Un","CABPSV020000146.1",21017,26271,"-",,,"HEP_00125500","VWU49318.1",1750,"exported serine/threonine protein kinase, putative, partial"
"Un","CABPSV020001461.1",1,1758,"-",,,"HEP_00468400","VWU52719.1",551,"serine repeat antigen, putative, partial"
"Un","CABPSV020001462.1",2,425,"-",,,"HEP_00468450","VWU52720.1",141,"DNA replication licensing factor MCM5, putative, partial"
"Un","CABPSV020001463.1",430,1871,"-",,,"HEP_00468500","VWU52721.1",244,"N-acetylglucosaminylphosphatidylinositol deacetylase, putative"
"Un","CABPSV020001464.1",39,1166,"-",,,"HEP_00468600","VWU52722.1",376,"conserved protein, unknown function, partial"
"Un","CABPSV020001465.1",171,945,"-",,,"HEP_00468700","VWU52723.1",78,"small nuclear ribonucleoprotein E, putative, partial"
"Un","CABPSV020001466.1",1,2084,"-",,,"HEP_00468800","VWU52724.1",665,"methionine--tRNA ligase, putative, partial"
"Un","CABPSV020001468.1",2,2275,"-",,,"HEP_00468900","VWU52725.1",757,"phosphatidylinositol transfer protein, putative, partial"
"Un","CABPSV020001469.1",2,1229,"-",,,"HEP_00469000","VWU52726.1",409,"U3 small nucleolar RNA-associated protein 4, putative, partial"
"Un","CABPSV020000147.1",409,720,"-",,,"HEP_00125600","VWU49319.1",103,"histone H4, putative"
"Un","CABPSV020000147.1",3181,8367,"-",,,"HEP_00125700","VWU49320.1",1728,"calcium/calmodulin-dependent protein kinase, putative"
"Un","CABPSV020000147.1",12669,13046,"-",,,"HEP_00125800","VWU49321.1",41,"RNA polymerase subunit, putative, partial"
"Un","CABPSV020000147.1",14144,15193,"-",,,"HEP_00125900","VWU49322.1",349,"phosphomethylpyrimidine kinase, putative"
"Un","CABPSV020000147.1",16918,18048,"-",,,"HEP_00126000","VWU49323.1",376,"conserved protein, unknown function"
"Un","CABPSV020000147.1",18788,19435,"-",,,"HEP_00126100","VWU49324.1",107,"U6 snRNA-associated Sm-like protein LSm2, putative"
"Un","CABPSV020000147.1",21411,23876,"-",,,"HEP_00126200","VWU49325.1",821,"conserved protein, unknown function"
"Un","CABPSV020000147.1",24810,26143,"-",,,"HEP_00126300","VWU49326.1",189,"protein phosphatase PPM9, putative, partial"
"Un","CABPSV020001470.1",1441,2273,"-",,,"HEP_00469100","VWU52727.1",276,"conserved protein, unknown function, partial"
"Un","CABPSV020001471.1",212,1847,"-",,,"HEP_00469200","VWU52728.1",545,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative, partial"
"Un","CABPSV020001472.1",2,2264,"-",,,"HEP_00469300","VWU52729.1",753,"Protein tyrosine kinase/Protein kinase domain containing protein, putative, partial"
